VRAE:Work Refid,File Name [en],File Name [es],VRAE:Admin Cataloguer,VRAE:Work Agent,VRAE:Work Title,VRAE:Work Type [es],VRAE:Work Type [en],VRAE:Work Material [es],VRAE:Work Material [en],VRAE:Work Description [es],VRAE:Work Description [en],VRAE:Work Measurements,VRAE:Work Date,VRAE:Work Location,VRAE:GPSLatitude,VRAE:GPSLongitude,VRAE:Image Refid,VRAE:Image Relation,VRAE:Work Location Creation,VRAE:Work Cultural Context,VRAE:Work Style Period,VRAE:Collection Refid,VRAE:Image Rights,VRAE:Image Source,VRAE:Image Href [en],VRAE:Image Href [es],DC:Title,DC:Creator,DC:Subject [es],DC:Subject [en],DC:Description [es],DC:Description [en],DC:Publisher,DC:Contributor,DC:Coverage,DC:Date,DC:Type [es],DC:Type [en],DC:Format [es],DC:Format [en],DC:Copyright Notice,DC:Source,DC:Language [en],DC:Language [es],DC:Relation,DC:Identifier
w_907,AR-MA-Bruzzone-Gordin-Sebastian-Futbol-insolito-0907-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Futbol-insolito-0907-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Fútbol insólito,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],Escenas insólitas de fútbol con leyendas,Unusual soccer scenes with legends,21 cm x 30 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_907",-34.60,-58.38,i_0907-00,"imageOf w_907, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Futbol-insolito-0907-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Futbol-insolito-0907-00-ES.jpg,Fútbol insólito,Martin Gersbach; Museos Abiertos,dibujo (obra visual) [aat:300033973]; tinta [aat:300015012]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,drawings (visual works) [aat:300033973]; ink [aat:300015012]; drawing paper [aat:300014157]; Argentinean; Contemporary,Escenas insólitas de fútbol con leyendas,Unusual soccer scenes with legends,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_907, Bruzzone Database",w_907
w_329,AR-MA-Bruzzone-Gordin-Sebastian-Gordigol-0329-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Gordigol-0329-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Gordigol,,,,,"Tres fotos de la tapa de la revista El Gráfico, trucadas con la imagen de Gordín","Three photos from the cover of El Gráfico magazine, tricked with Gordín's image",28 cm x 68 cm; 19.5 cm x 28 cm (each),1991 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_329",-34.60,-58.38,i_0329-00,"imageOf w_329, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Gordigol-0329-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Gordigol-0329-00-ES.jpg,Gordigol,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Tres fotos de la tapa de la revista El Gráfico, trucadas con la imagen de Gordín","Three photos from the cover of El Gráfico magazine, tricked with Gordín's image",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_329, Bruzzone Database",w_329
w_337,AR-MA-Bruzzone-Gordin-Sebastian-Gordin-Sebastian-Arquero-0337-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Gordin-Sebastian-Arquero-0337-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Gordín Arquero,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],Varios dibujos de jugadas de fútbol con descripción,Various drawings of soccer plays with description,21 cm x 30 cm,1996 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_337",-34.60,-58.38,i_0337-00,"imageOf w_337, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Gordin-Sebastian-Arquero-0337-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Gordin-Sebastian-Arquero-0337-00-ES.jpg,Gordín Arquero,Martin Gersbach; Museos Abiertos,dibujo (obra visual) [aat:300033973]; tinta [aat:300015012]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,drawings (visual works) [aat:300033973]; ink [aat:300015012]; drawing paper [aat:300014157]; Argentinean; Contemporary,Varios dibujos de jugadas de fútbol con descripción,Various drawings of soccer plays with description,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_337, Bruzzone Database",w_337
w_551,AR-MA-Bruzzone-Gordin-Sebastian-Highbury-0551-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Highbury-0551-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Highbury,objeto [aat:300311889],objects [aat:300311889],técnica mixta (material artístico) [aat:300163347],mixed media [aat:300163347],"Caja con orificio para ver un estadio iluminado. En su exterior, dos escenas de fútbol","Box with hole to see an illuminated stadium. On the outside, two soccer scenes",33 cm x 26 cm x 26 cm,1997 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_551",-34.60,-58.38,i_0551-00,"imageOf w_551, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Highbury-0551-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Highbury-0551-00-ES.jpg,Highbury,Martin Gersbach; Museos Abiertos,objeto [aat:300311889]; técnica mixta (material artístico) [aat:300163347]; Argentinean; Contemporary,objects [aat:300311889]; mixed media [aat:300163347]; Argentinean; Contemporary,"Caja con orificio para ver un estadio iluminado. En su exterior, dos escenas de fútbol","Box with hole to see an illuminated stadium. On the outside, two soccer scenes",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,objeto [aat:300311889],objects [aat:300311889],técnica mixta (material artístico) [aat:300163347],mixed media [aat:300163347],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_551, Bruzzone Database",w_551
w_333,AR-MA-Bruzzone-Gordin-Sebastian-Ilustracion-para-el-libro-Monsterinc-0333-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Ilustracion-para-el-libro-Monsterinc-0333-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Ilustración para el libro Monsterinc,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157],watercolor [aat:300015045]; drawing paper [aat:300014157],Afiches de películas de Frankenstein,Frankenstein movie posters,19 cm x 27.5 cm,2004 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_333",-34.60,-58.38,i_0333-00,"imageOf w_333, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Ilustracion-para-el-libro-Monsterinc-0333-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Ilustracion-para-el-libro-Monsterinc-0333-00-ES.jpg,Ilustración para el libro Monsterinc,Martin Gersbach; Museos Abiertos,acuarela (obra visual) [aat:300078925]; acuarela [aat:300015045]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,aquarelles (paintings) [aat:300404216]; watercolor [aat:300015045]; drawing paper [aat:300014157]; Argentinean; Contemporary,Afiches de películas de Frankenstein,Frankenstein movie posters,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157],watercolor [aat:300015045]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_333, Bruzzone Database",w_333
w_254,AR-MA-Bruzzone-Gordin-Sebastian-Instituto-Oceanografico-Miguel-Harte-0254-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Instituto-Oceanografico-Miguel-Harte-0254-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Instituto Oceanográfico Miguel Harte,,,,,"Construcción que semeja un acuario, con sus puertas, salones, luces, peces y plantas marinas","Construction that resembles an aquarium, with its doors, halls, lights, fish and marine plants.",150 cm x 55 cm x 101.5 cm,1994 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_254",-34.60,-58.38,i_0254-00,"imageOf w_254, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Instituto-Oceanografico-Miguel-Harte-0254-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Instituto-Oceanografico-Miguel-Harte-0254-00-ES.jpg,Instituto Oceanográfico Miguel Harte,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Construcción que semeja un acuario, con sus puertas, salones, luces, peces y plantas marinas","Construction that resembles an aquarium, with its doors, halls, lights, fish and marine plants.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_254, Bruzzone Database",w_254
w_332,AR-MA-Bruzzone-Gordin-Sebastian-Invitacion-Cumpleanos-Kiwi-Sainz-0332-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Invitacion-Cumpleanos-Kiwi-Sainz-0332-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Invitación al Cumpleaños de Kiwi Sainz,,,,,Caricaturas de Kiwi y leyendas,Kiwi Cartoons and Legends,10.5 cm x 15.5 cm,1998 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_332",-34.60,-58.38,i_0332-00,"imageOf w_332, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Invitacion-Cumpleanos-Kiwi-Sainz-0332-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Invitacion-Cumpleanos-Kiwi-Sainz-0332-00-ES.jpg,Invitación al Cumpleaños de Kiwi Sainz,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Caricaturas de Kiwi y leyendas,Kiwi Cartoons and Legends,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_332, Bruzzone Database",w_332
w_331,AR-MA-Bruzzone-Gordin-Sebastian-Invitacion-Cumpleanos-Roberto-Jacoby-0331-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Invitacion-Cumpleanos-Roberto-Jacoby-0331-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Invitación al Cumpleaños de Roberto Jacoby,,,,,"Plano de una zona del centro de Capital Federal con indicaciones, dibujos, anunciando el cumpleaños","Map of a downtown area of Capital Federal with indications, drawings, announcing the birthday.",14 cm x 20 cm,1994 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_331",-34.60,-58.38,i_0331-00,"imageOf w_331, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Invitacion-Cumpleanos-Roberto-Jacoby-0331-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Invitacion-Cumpleanos-Roberto-Jacoby-0331-00-ES.jpg,Invitación al Cumpleaños de Roberto Jacoby,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Plano de una zona del centro de Capital Federal con indicaciones, dibujos, anunciando el cumpleaños","Map of a downtown area of Capital Federal with indications, drawings, announcing the birthday.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_331, Bruzzone Database",w_331
w_918,AR-MA-Bruzzone-Gordin-Sebastian-Jamon-de-Hormiga-0918-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Jamon-de-Hormiga-0918-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Jamón de Hormiga,,,,,"Juego con piezas móviles, escena con pingüinos, pintura de científicos e iluminación","Game with moving parts, scene with penguins, painting of scientists and lighting.",17 cm x 23 cm x 8 cm,1992 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_918",-34.60,-58.38,i_0918-00,"imageOf w_918, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Jamon-de-Hormiga-0918-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Jamon-de-Hormiga-0918-00-ES.jpg,Jamón de Hormiga,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Juego con piezas móviles, escena con pingüinos, pintura de científicos e iluminación","Game with moving parts, scene with penguins, painting of scientists and lighting.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_918, Bruzzone Database",w_918
w_1443,AR-MA-Bruzzone-Gordin-Sebastian-Jugada-de-gol-1443-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Jugada-de-gol-1443-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Jugada de gol,,,,,Un jugador pateando la pelota al arco sobrepasando al arquero,A player kicking the ball into the goal past the goalkeeper,21.5 cm x 35 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1443",-34.60,-58.38,i_1443-00,"imageOf w_1443, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Jugada-de-gol-1443-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Jugada-de-gol-1443-00-ES.jpg,Jugada de gol,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Un jugador pateando la pelota al arco sobrepasando al arquero,A player kicking the ball into the goal past the goalkeeper,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1443, Bruzzone Database",w_1443
w_559,AR-MA-Bruzzone-Gordin-Sebastian-Kit-Vernisage-0559-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Kit-Vernisage-0559-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Kit Vernisage,,,,,"Caja conteniendo 3 obras de arte, cuatro muñequitos y una base para batería","Box containing 3 works of art, four dolls and one drum base",23 cm x 9 cm x 9 cm,1992 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_559",-34.60,-58.38,i_0559-00,"imageOf w_559, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Kit-Vernisage-0559-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Kit-Vernisage-0559-00-ES.jpg,Kit Vernisage,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Caja conteniendo 3 obras de arte, cuatro muñequitos y una base para batería","Box containing 3 works of art, four dolls and one drum base",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_559, Bruzzone Database",w_559
w_754,AR-MA-Bruzzone-Gordin-Sebastian-La-ventaja-de-tener-una-obra-de-arte-0754-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-La-ventaja-de-tener-una-obra-de-arte-0754-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",La ventaja de tener una obra de arte,,,,,"Ciudad en miniatura con casas en manzanas, dos con vistas de su interior con personajes y mobiliario","Miniature city with houses on blocks, two with interior views with characters and furnishings.",180 cm x 180 cm,1993 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_754",-34.60,-58.38,i_0754-00,"imageOf w_754, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-La-ventaja-de-tener-una-obra-de-arte-0754-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-La-ventaja-de-tener-una-obra-de-arte-0754-00-ES.jpg,La ventaja de tener una obra de arte,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Ciudad en miniatura con casas en manzanas, dos con vistas de su interior con personajes y mobiliario","Miniature city with houses on blocks, two with interior views with characters and furnishings.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_754, Bruzzone Database",w_754
w_339,AR-MA-Bruzzone-Gordin-Sebastian-La-verdadera-remera-del-verdadero-Arsenal-0339-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-La-verdadera-remera-del-verdadero-Arsenal-0339-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",La verdadera remera del verdadero Arsenal,,,,,Cuatro escenas con explicaciones,Four scenes with explanations,21 cm x 30 cm,2003 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_339",-34.60,-58.38,i_0339-00,"imageOf w_339, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-La-verdadera-remera-del-verdadero-Arsenal-0339-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-La-verdadera-remera-del-verdadero-Arsenal-0339-00-ES.jpg,La verdadera remera del verdadero Arsenal,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Cuatro escenas con explicaciones,Four scenes with explanations,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_339, Bruzzone Database",w_339
w_796,AR-MA-Bruzzone-Gordin-Sebastian-Las-Huellas-de-Acero-de-sus-Abuelos-0796-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Las-Huellas-de-Acero-de-sus-Abuelos-0796-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Las Huellas de acero de sus Abuelos,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],acrílico (pintura) [aat:300015058]; papel de dibujo [aat:300014157],acrylic paint [aat:300015058]; drawing paper [aat:300014157],Tira de varios dibujos de comics,Strip of various comic book drawings,100 cm x 47 cm,1992 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_796",-34.60,-58.38,i_0796-00,"imageOf w_796, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Las-Huellas-de-Acero-de-sus-Abuelos-0796-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Las-Huellas-de-Acero-de-sus-Abuelos-0796-00-ES.jpg,Las Huellas de acero de sus Abuelos,Martin Gersbach; Museos Abiertos,pintura (obra visual) [aat:300033618]; acrílico (pintura) [aat:300015058]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,paintings (visual works) [aat:300033618]; acrylic paint [aat:300015058]; drawing paper [aat:300014157]; Argentinean; Contemporary,Tira de varios dibujos de comics,Strip of various comic book drawings,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],acrílico (pintura) [aat:300015058]; papel de dibujo [aat:300014157],acrylic paint [aat:300015058]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_796, Bruzzone Database",w_796
w_321,AR-MA-Bruzzone-Gordin-Sebastian-Las-Vacaciones-0321-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Las-Vacaciones-0321-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Las Vacaciones,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],acrílico (pintura) [aat:300015058]; tejido (material textil) [aat:300162391],acrylic paint [aat:300015058]; cloth [aat:300162391],"Autos por una ruta, con pueblo, campo y montañas de fondo. Personajes y casa rodante flotando","Cars on a road, with town, countryside and mountains in the background. Characters and motor home floating",94 cm x 130 cm,1994 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_321",-34.60,-58.38,i_0321-00,"imageOf w_321, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Las-Vacaciones-0321-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Las-Vacaciones-0321-00-ES.jpg,Las Vacaciones,Martin Gersbach; Museos Abiertos,pintura (obra visual) [aat:300033618]; acrílico (pintura) [aat:300015058]; tejido (material textil) [aat:300162391]; Argentinean; Contemporary,paintings (visual works) [aat:300033618]; acrylic paint [aat:300015058]; cloth [aat:300162391]; Argentinean; Contemporary,"Autos por una ruta, con pueblo, campo y montañas de fondo. Personajes y casa rodante flotando","Cars on a road, with town, countryside and mountains in the background. Characters and motor home floating",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],acrílico (pintura) [aat:300015058]; tejido (material textil) [aat:300162391],acrylic paint [aat:300015058]; cloth [aat:300162391],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_321, Bruzzone Database",w_321
w_912,AR-MA-Bruzzone-Gordin-Sebastian-Lo-importante-es-filmar-0912-00-EN.jpg,AR-MA-Bruzzone-Gordin-Sebastian-Lo-importante-es-filmar-0912-00-ES.jpg,Martin Gersbach,"Gordín, Sebastián",Lo importante es filmar…,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],Un personaje sentado en una silla con un detalle de su cara a la izquierda y leyenda,A character seated on a chair with a detail of his face on the left and legend.,34 cm x 22 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_912",-34.60,-58.38,i_0912-00,"imageOf w_912, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Lo-importante-es-filmar-0912-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Gordin-Sebastian-Lo-importante-es-filmar-0912-00-ES.jpg,Lo importante es filmar…,Martin Gersbach; Museos Abiertos,dibujo (obra visual) [aat:300033973]; tinta [aat:300015012]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,drawings (visual works) [aat:300033973]; ink [aat:300015012]; drawing paper [aat:300014157]; Argentinean; Contemporary,Un personaje sentado en una silla con un detalle de su cara a la izquierda y leyenda,A character seated on a chair with a detail of his face on the left and legend.,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],tinta [aat:300015012]; papel de dibujo [aat:300014157],ink [aat:300015012]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_912, Bruzzone Database",w_912
